,id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,resVarA,resVarB,AGI,Description,Nitrate induced,Nitrate repressed,Present in ATH1?,,
7943,protein_coding_gene|-|AT3G03150,9.761693839,15.74056606,3.782821617,0.240323099,-2.056952773,0.000928153,0.036824527,0.071929361,0.127161576,AT3G03150,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G17165.1); Has 39 Blast hits to 39 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0,1,1,,
7994,protein_coding_gene|+|AT3G03780,243.7276897,336.0027691,151.4526104,0.450748102,-1.149606679,4.10E-06,0.000343619,0.546378862,0.645870265,AT3G03780,"ATMS2, MS2, methionine synthase 2",0,1,0,,
7998,protein_coding_gene|+|AT3G03870,12.60137683,21.55608237,3.646671298,0.169171338,-2.563442935,1.51E-05,0.001065353,0.163557557,0.682149773,AT3G03870,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G18130.1); Has 41 Blast hits to 41 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0,1,1,,
8002,protein_coding_gene|+|AT3G03910,36.60531739,51.54772843,21.66290636,0.420249486,-1.250682041,0.000627287,0.026637094,0.84727139,0.172394485,AT3G03910,"GDH3, glutamate dehydrogenase 3",0,1,1,,
8039,protein_coding_gene|+|AT3G04420,17.22405202,25.30383619,9.144267849,0.361378717,-1.468416554,0.001286895,0.048607033,0.100064664,0.055207762,AT3G04420,"anac048, NAC048, NAC domain containing protein 48",0,1,1,,
8046,protein_coding_gene|+|AT3G04530,101.631753,53.30854921,149.9549569,2.812962632,1.492090388,1.09E-08,1.52E-06,0.184228368,0.474305893,AT3G04530,"ATPPCK2, PEPCK2, PPCK2, phosphoenolpyruvate carboxylase kinase 2",1,0,1,,
8104,protein_coding_gene|+|AT3G05200,73.95777503,45.23476514,102.6807849,2.269952869,1.182662343,8.94E-06,0.000672412,0.009649068,1.644921524,AT3G05200,"ATL6, RING/U-box superfamily protein",1,0,1,,
8216,protein_coding_gene|-|AT3G06550,12.11477763,19.31704554,4.912509721,0.254309579,-1.97534229,0.000229431,0.011566033,1.311432978,1.629973957,AT3G06550,O-acetyltransferase family protein,0,1,0,,
8254,protein_coding_gene|-|AT3G07050,86.3884032,62.1771065,110.5996999,1.778784928,0.830892086,0.000862207,0.034809547,0.832340014,3.397229384,AT3G07050,GTP-binding family protein,1,0,1,,
8281,protein_coding_gene|+|AT3G07350,23.35135255,0.749550765,45.95315433,61.30759447,5.937993894,1.60E-21,7.93E-19,0.000413584,2.540234941,AT3G07350,Protein of unknown function (DUF506) ,1,0,1,,
8333,protein_coding_gene|-|AT3G07910,22.3230874,11.94758978,32.69858502,2.736835262,1.452508597,0.000145276,0.007638861,5.21E-05,0.114880722,AT3G07910,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Reactive oxygen species modulator 1 (InterPro:IPR018450); Has 192 Blast hits to 192 proteins in 80 species: Archae - 0; Bacteria - 0; Metazoa - 139; Fungi - 6; Plants - 39; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).,1,0,1,,
8406,protein_coding_gene|-|AT3G09220,74.46717049,100.9536255,47.98071546,0.475274813,-1.073166147,0.000173537,0.008988625,0.133453846,1.318706397,AT3G09220,"LAC7, laccase 7",0,1,1,,
8411,protein_coding_gene|-|AT3G09270,66.97017081,92.68257559,41.25776603,0.445151268,-1.16763243,0.000135364,0.00725044,0.530089573,0.006079423,AT3G09270,"ATGSTU8, GSTU8, glutathione S-transferase TAU 8",0,1,1,,
8469,protein_coding_gene|-|AT3G10020,95.82101719,67.7472796,123.8947548,1.828778299,0.870880189,0.000675641,0.02837091,0.772957816,1.31007343,AT3G10020,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress, anaerobic respiration; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 47 Blast hits to 47 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1,0,1,,
8476,protein_coding_gene|-|AT3G10090,66.11705102,43.47394436,88.76015767,2.041686324,1.029761234,0.000127741,0.006960804,0.102396191,2.723606997,AT3G10090,"Nucleic acid-binding, OB-fold-like protein",1,0,1,,
8508,protein_coding_gene|-|AT3G10520,25.75207273,6.872008774,44.6321367,6.494772949,2.699279091,3.22E-11,6.13E-09,1.299762809,0.471210755,AT3G10520,"AHB2, ARATH GLB2, ATGLB2, GLB2, HB2, NSHB2, haemoglobin 2",1,0,1,,
8582,protein_coding_gene|-|AT3G11410,101.1786442,58.29368532,144.063603,2.471341488,1.305294375,6.04E-07,6.09E-05,0.383191613,1.74593912,AT3G11410,"AHG3, ATPP2CA, PP2CA, protein phosphatase 2CA",1,0,1,,
8768,protein_coding_gene|-|AT3G13560,11.11436332,3.395589668,18.83313697,5.54635242,2.471539289,1.75E-05,0.001201965,0.095454081,1.924621128,AT3G13560,O-Glycosyl hydrolases family 17 protein,1,0,1,,
8774,protein_coding_gene|-|AT3G13620,18.95861489,29.49419908,8.4230307,0.285582622,-1.808019903,9.01E-05,0.005149965,0.000307201,0.003255447,AT3G13620,Amino acid permease family protein,0,1,1,,
8784,protein_coding_gene|-|AT3G13730,45.59549877,19.26220762,71.92878992,3.734192432,1.900796275,2.25E-09,3.45E-07,0.212800731,0.135194924,AT3G13730,"CYP90D1, cytochrome P450, family 90, subfamily D, polypeptide 1",1,0,1,,
8804,protein_coding_gene|+|AT3G13930,60.07340559,38.5696377,81.57717349,2.11506196,1.080699927,0.000234048,0.011763147,0.335430564,0.378838112,AT3G13930,"Dihydrolipoamide acetyltransferase, long form protein",1,0,1,,
8836,protein_coding_gene|-|AT3G14260,26.04532278,9.879827302,42.21081827,4.272424707,2.095055067,5.92E-08,7.44E-06,0.625164933,1.04291086,AT3G14260,Protein of unknown function (DUF567),1,0,0,,
8889,protein_coding_gene|+|AT3G14940,1044.109129,690.2824673,1397.93579,2.025164851,1.01803935,1.90E-05,0.001290867,0.264120104,2.723089586,AT3G14940,"ATPPC3, PPC3, phosphoenolpyruvate carboxylase 3",1,0,1,,
8965,protein_coding_gene|+|AT3G15760,6.775947346,2.203429842,11.34846485,5.150363599,2.364674286,0.000333601,0.015724269,0.184913826,0.468177044,AT3G15760,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 10 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52565.1); Has 42 Blast hits to 42 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
9018,protein_coding_gene|+|AT3G16460,841.6160542,1076.155828,607.07628,0.56411559,-0.825937287,0.000629632,0.026676597,0.203032838,0.979490967,AT3G16460,Mannose-binding lectin superfamily protein,0,1,1,,
9026,protein_coding_gene|-|AT3G16560,20.72213618,5.86073876,35.58353361,6.071509936,2.602055348,3.43E-09,5.09E-07,0.454649659,0.004308993,AT3G16560,Protein phosphatase 2C family protein,1,0,1,,
9090,protein_coding_gene|-|AT3G17510,23.91047875,11.02676468,36.79419282,3.336807659,1.738468529,2.81E-06,0.000248845,0.835938457,0.742761588,AT3G17510,"CIPK1, SnRK3.16, CBL-interacting protein kinase 1",1,0,1,,
9094,protein_coding_gene|+|AT3G17609,39.65106456,15.52406927,63.77805986,4.108333889,2.038553436,6.09E-10,9.90E-08,0.519491586,0.02846952,AT3G17609,"HYH, HY5-homolog",1,0,1,,
9176,protein_coding_gene|+|AT3G18560,106.8695811,28.52815152,185.2110106,6.492219117,2.698711693,3.74E-23,2.14E-20,0.055281136,0.009632776,AT3G18560,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G49000.1); Has 95 Blast hits to 95 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 95; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
9207,protein_coding_gene|-|AT3G19030,29.2742226,11.15281657,47.39562863,4.249655532,2.087345904,3.26E-08,4.18E-06,0.044117882,2.84514531,AT3G19030,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: pyridoxine biosynthetic process, homoserine biosynthetic process; LOCATED IN: endomembrane system; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G49500.1); Has 22 Blast hits to 22 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1,0,1,,
9396,protein_coding_gene|+|AT3G21420,35.50324701,55.4667566,15.53973742,0.280163081,-1.83566124,1.09E-06,0.000104019,0.216523793,0.002687131,AT3G21420,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0,1,1,,
9403,protein_coding_gene|+|AT3G21520,9.514614357,15.69534361,3.333885105,0.212412368,-2.235060322,0.000428359,0.019092873,0.003211878,0.173715483,AT3G21520,"AtDMP1, DMP1, DUF679 domain membrane protein 1",0,1,1,,
9422,protein_coding_gene|+|AT3G21770,149.7948814,196.0368968,103.552866,0.52823151,-0.920757731,0.000442101,0.019566599,0.484226079,0.006194225,AT3G21770,Peroxidase superfamily protein,0,1,1,,
9466,protein_coding_gene|-|AT3G22550,33.54938895,8.939771257,58.15900665,6.505648184,2.701692806,1.44E-12,3.08E-10,2.725373423,1.677359164,AT3G22550,Protein of unknown function (DUF581),1,0,1,,
9486,protein_coding_gene|+|AT3G22850,141.4067271,80.63492543,202.1785287,2.507331998,1.326153037,4.75E-08,6.01E-06,0.000613252,0.618882625,AT3G22850,Aluminium induced protein with YGL and LRDR motifs,1,0,1,,
9488,protein_coding_gene|+|AT3G22890,178.7214945,125.7600147,231.6829743,1.842262621,0.881478737,0.000364661,0.016851268,0.552133328,2.054304478,AT3G22890,"APS1, ATP sulfurylase 1",1,0,1,,
9492,protein_coding_gene|+|AT3G22942,12.87824844,4.542527042,21.21396985,4.670081136,2.223447615,9.23E-06,0.000690278,0.221783082,0.034429023,AT3G22942,"AGG2, G-protein gamma subunit 2",1,0,0,,
9499,protein_coding_gene|+|AT3G23000,323.9072486,204.4368535,443.3776437,2.168775522,1.116880735,3.46E-07,3.64E-05,0.009295404,7.888419482,AT3G23000,"ATSR2, ATSRPK1, CIPK7, PKS7, SnRK3.10, CBL-interacting protein kinase 7",1,0,1,,
9501,protein_coding_gene|-|AT3G23030,47.38756572,31.30985778,63.46527367,2.027006131,1.019350452,0.000687318,0.028797104,0.665171861,0.017742038,AT3G23030,"IAA2, indole-3-acetic acid inducible 2",1,0,1,,
9558,protein_coding_gene|-|AT3G23810,290.7478767,399.184385,182.3113684,0.456709669,-1.130650761,1.08E-05,0.000795503,0.164227178,0.345088169,AT3G23810,"ATSAHH2, SAHH2, S-adenosyl-l-homocysteine (SAH) hydrolase 2",0,1,1,,
9579,protein_coding_gene|-|AT3G24080,148.2005155,97.93904642,198.4619845,2.026382651,1.018906631,1.12E-05,0.000816583,0.822104615,3.851098301,AT3G24080,KRR1 family protein,1,0,1,,
9606,protein_coding_gene|+|AT3G24500,39.72197567,27.02904999,52.41490136,1.939206201,0.955466218,0.001262729,0.047902397,0.171638341,3.404448049,AT3G24500,"ATMBF1C, MBF1C, multiprotein bridging factor 1C",1,0,1,,
9681,protein_coding_gene|-|AT3G25717,43.65214374,16.83266551,70.47162197,4.186599081,2.065778769,1.23E-10,2.15E-08,1.167236879,4.856570942,AT3G25717,"DVL6, RTFL16, ROTUNDIFOLIA like 16",1,0,0,,
9685,protein_coding_gene|+|AT3G25790,7.244402622,0.704328312,13.78447693,19.5710959,4.290652638,3.01E-07,3.20E-05,0.516913416,0.231044011,AT3G25790,myb-like transcription factor family protein,1,0,1,,
9792,protein_coding_gene|+|AT3G27170,326.5035948,189.0744431,463.9327465,2.453704154,1.294961312,1.45E-08,1.99E-06,0.108385987,0.000125665,AT3G27170,"ATCLC-B, CLC-B, chloride channel B",1,0,1,,
9796,protein_coding_gene|-|AT3G27210,20.65566189,12.2189245,29.09239927,2.38092962,1.251524975,0.000850859,0.034477399,1.589977211,0.811102741,AT3G27210,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G40860.1); Has 133 Blast hits to 98 proteins in 25 species: Archae - 0; Bacteria - 6; Metazoa - 32; Fungi - 7; Plants - 70; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink).,1,0,1,,
9873,protein_coding_gene|+|AT3G28510,272.5612471,61.41794027,483.704554,7.87562318,2.977394085,1.78E-36,1.76E-33,0.014137126,29.01564974,AT3G28510,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1,0,1,,
9881,protein_coding_gene|+|AT3G28690,84.36554097,49.10857086,119.6225111,2.435878483,1.284442164,1.25E-06,0.000117611,0.097915579,0.487925219,AT3G28690,Protein kinase superfamily protein,1,0,1,,
9903,protein_coding_gene|-|AT3G29034,104.2925528,44.24948664,164.3356189,3.713842382,1.892912588,3.95E-13,8.97E-11,0.730914092,2.138729637,AT3G29034,unknown protein; Has 7 Blast hits to 7 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 7; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,0,,
9916,protein_coding_gene|-|AT3G29250,128.2477571,166.6167666,89.87874753,0.539433992,-0.89048166,0.000562885,0.024327498,0.219531146,1.721319147,AT3G29250,NAD(P)-binding Rossmann-fold superfamily protein,0,1,1,,
10013,protein_coding_gene|+|AT3G44310,93.93421556,123.394926,64.47350511,0.522497214,-0.936504749,0.000458462,0.020226306,0.070949548,2.478720773,AT3G44310,"ATNIT1, NIT1, NITI, nitrilase 1",0,1,0,,
10027,protein_coding_gene|+|AT3G44540,21.82846887,33.20634592,10.45059183,0.314716707,-1.667874329,0.000123602,0.006754746,1.14654046,0.056470143,AT3G44540,"FAR4, fatty acid reductase 4",0,1,1,,
10087,protein_coding_gene|+|AT3G45650,28.57526418,40.30446696,16.8460614,0.417970083,-1.258528412,0.001076353,0.041994219,0.911886724,0.006195037,AT3G45650,"NAXT1, nitrate excretion transporter1",0,1,0,,
10122,protein_coding_gene|-|AT3G46230,138.7000579,71.32090419,206.0792116,2.889464371,1.530802081,2.98E-10,5.06E-08,6.83397212,17.1561383,AT3G46230,"ATHSP17.4, HSP17.4, heat shock protein 17.4",1,0,1,,
10150,protein_coding_gene|+|AT3G46640,46.26827848,21.60130482,70.93525214,3.283841079,1.71538431,2.93E-08,3.81E-06,0.026355168,0.442490898,AT3G46640,"LUX, PCL1, Homeodomain-like superfamily protein",1,0,0,,
10195,protein_coding_gene|-|AT3G47340,3.149348609,0.352164156,5.946533062,16.88568516,4.077728815,0.000908251,0.036203314,0.334609986,0.202133824,AT3G47340,"ASN1, AT-ASN1, DIN6, glutamine-dependent asparagine synthase 1",1,0,1,,
10209,protein_coding_gene|+|AT3G47520,214.7563713,77.55589294,351.9568497,4.538105828,2.182090253,6.05E-20,2.59E-17,0.044932715,0.001707803,AT3G47520,"MDH, malate dehydrogenase",1,0,1,,
10249,protein_coding_gene|+|AT3G47980,33.83282477,8.064168601,59.60148094,7.390902136,2.885750471,7.56E-14,1.90E-11,0.409692484,2.038482882,AT3G47980,Integral membrane HPP family protein,1,0,1,,
10266,protein_coding_gene|-|AT3G48180,17.49546272,6.700734431,28.29019101,4.221953773,2.077910783,3.73E-06,0.0003179,0.015742321,0.573866289,AT3G48180,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19020.1); Has 84 Blast hits to 84 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 84; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,0,,
10276,protein_coding_gene|+|AT3G48340,145.086647,194.8668228,95.30647122,0.48908516,-1.031842404,0.000145452,0.007638861,2.929410935,0.019417873,AT3G48340,Cysteine proteinases superfamily protein,0,1,0,,
10278,protein_coding_gene|-|AT3G48360,8.701033728,1.453879077,15.94818838,10.96940498,3.455413365,6.31E-07,6.33E-05,0.257745896,0.821848508,AT3G48360,"ATBT2, BT2, BTB and TAZ domain protein 2",1,0,1,,
10324,protein_coding_gene|-|AT3G48990,111.2286608,58.52655816,163.9307633,2.800963674,1.485923273,1.74E-08,2.34E-06,1.404567131,2.104412556,AT3G48990,AMP-dependent synthetase and ligase family protein,1,0,1,,
10342,protein_coding_gene|+|AT3G49240,26.08924166,13.22057905,38.95790427,2.946762326,1.559130703,2.34E-05,0.001551845,0.88136586,0.306274879,AT3G49240,"emb1796, Pentatricopeptide repeat (PPR) superfamily protein",1,0,1,,
10401,protein_coding_gene|+|AT3G49940,246.6968874,34.20800047,459.1857744,13.42334448,3.746672265,3.35E-48,7.51E-45,0.011822417,0.79651298,AT3G49940,"LBD38, LOB domain-containing protein 38",1,0,1,,
10455,protein_coding_gene|-|AT3G50660,17.29669815,8.290280866,26.30311544,3.172765298,1.665740803,7.08E-05,0.004184268,0.181049741,0.081531038,AT3G50660,"CLM, CYP90B1, DWF4, PSC1, SAV1, SNP2, Cytochrome P450 superfamily protein",1,0,1,,
10477,protein_coding_gene|+|AT3G50900,19.30150596,10.3128209,28.29019101,2.743205889,1.455862907,0.000563865,0.024327498,0.52259255,0.559664324,AT3G50900,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G66490.1); Has 45 Blast hits to 45 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
10594,protein_coding_gene|+|AT3G52360,85.8581927,28.07592699,143.6404584,5.116143039,2.3550566,6.31E-17,2.33E-14,0.320656187,0.013839959,AT3G52360,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to karrikin; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G35850.1); Has 34 Blast hits to 34 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
10636,protein_coding_gene|-|AT3G52930,2747.55744,1143.220112,4351.894768,3.806698921,1.928540469,3.32E-13,7.63E-11,0.470974163,2.440714719,AT3G52930,Aldolase superfamily protein,1,0,1,,
10638,protein_coding_gene|+|AT3G52950,37.46073974,22.3152486,52.60623088,2.357411823,1.237203809,9.53E-05,0.005412604,0.790965562,0.140122666,AT3G52950,CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein,1,0,1,,
10639,protein_coding_gene|+|AT3G52960,116.0968723,42.13650171,190.0572429,4.510513099,2.173291558,2.98E-16,9.37E-14,0.377381862,2.230522122,AT3G52960,Thioredoxin superfamily protein,1,0,1,,
10798,protein_coding_gene|-|AT3G54900,39.13338511,21.86302407,56.40374616,2.579869371,1.367298018,5.04E-05,0.003085323,0.270992027,2.090565983,AT3G54900,"ATGRXCP, CXIP1, CAX interacting protein 1",1,0,1,,
10881,protein_coding_gene|+|AT3G55980,100.0059765,62.61971556,137.3922374,2.194073163,1.133611635,4.32E-06,0.000358462,0.882731065,4.58227748,AT3G55980,"ATSZF1, SZF1, salt-inducible zinc finger 1",1,0,1,,
10967,protein_coding_gene|+|AT3G57040,26.42273621,14.45796133,38.3875111,2.655112309,1.408772887,0.000224762,0.011391556,0.184247012,3.681507515,AT3G57040,"ARR9, ATRR4, response regulator 9",1,0,1,,
11000,protein_coding_gene|-|AT3G57520,71.44158754,42.84083002,100.0423451,2.335210243,1.223552444,1.54E-05,0.001080218,0.855717268,0.131268037,AT3G57520,"AtSIP2, SIP2, seed imbibition 2",1,0,1,,
11009,protein_coding_gene|-|AT3G57630,16.8805125,25.74644526,8.014579744,0.311288788,-1.683674479,0.000612174,0.026112943,0.004565033,0.919104913,AT3G57630,exostosin family protein,0,1,1,,
11067,protein_coding_gene|+|AT3G58610,463.6871521,216.281528,711.0927762,3.28781095,1.717127346,9.16E-14,2.24E-11,0.688030559,3.97349291,AT3G58610,ketol-acid reductoisomerase,1,0,1,,
11072,protein_coding_gene|+|AT3G58660,115.3537582,84.71561248,145.991904,1.723317576,0.785188589,0.001151887,0.044321783,1.043056391,4.733338899,AT3G58660,Ribosomal protein L1p/L10e family,1,0,1,,
11080,protein_coding_gene|+|AT3G58760,13.73604761,6.258125369,21.21396985,3.389828199,1.761212157,0.000242454,0.012093174,0.359655778,0.034032766,AT3G58760,Integrin-linked protein kinase family,1,0,1,,
11137,protein_coding_gene|+|AT3G59580,4.700805628,9.401611256,0,0,#NAME?,4.79E-05,0.00295152,7.313000712,0,AT3G59580,Plant regulator RWP-RK family protein,0,1,1,,
11161,protein_coding_gene|-|AT3G59890,8.359222565,14.10579717,2.612647957,0.185218029,-2.432703555,0.000319744,0.01522338,0.173499118,0.016719379,AT3G59890,"Dihydrodipicolinate reductase, bacterial/plant",0,1,0,,
11195,protein_coding_gene|+|AT3G60330,42.71483223,23.54301541,61.88664905,2.62866281,1.394329093,8.09E-06,0.000614909,0.002791447,0.015536341,AT3G60330,"AHA7, HA7, H(+)-ATPase 7",1,0,1,,
11225,protein_coding_gene|+|AT3G60690,11.01181731,4.632971948,17.39066268,3.753673208,1.908303056,0.000392774,0.017941692,1.439024017,1.3206647,AT3G60690,SAUR-like auxin-responsive protein family ,1,0,1,,
11227,protein_coding_gene|+|AT3G60750,1053.541206,169.1858818,1937.89653,11.45424494,3.517810454,1.40E-47,2.64E-44,0.181974538,3.863916123,AT3G60750,Transketolase,1,0,1,,
11307,protein_coding_gene|+|AT3G61830,8.457046706,2.952980606,13.96111281,4.727803757,2.241170153,0.000227244,0.011486476,0.116362708,0.30402652,AT3G61830,"ARF18, auxin response factor 18",1,0,1,,
11311,protein_coding_gene|-|AT3G61880,7.934332646,1.49910153,14.36956376,9.58545067,3.260846263,2.60E-06,0.000230881,0.005023256,0.113904198,AT3G61880,"CYP78A9, cytochrome p450 78a9",1,0,1,,
11397,protein_coding_gene|+|AT3G63010,42.84843765,60.46826875,25.22860655,0.417220586,-1.26111775,0.00012012,0.006602754,2.720750769,0.687943299,AT3G63010,"ATGID1B, GID1B, alpha/beta-Hydrolases superfamily protein",0,1,1,,
11403,protein_coding_gene|-|AT3G63110,12.38193439,0.352164156,24.41170463,69.31910651,6.115181154,8.51E-14,2.11E-11,0.085055122,0.051941074,AT3G63110,"ATIPT3, IPT3, isopentenyltransferase 3",1,0,1,,
11416,protein_coding_gene|-|AT3G63260,102.6762292,66.69078714,138.6616712,2.079172809,1.056009672,8.25E-05,0.004788711,0.569452964,2.365214681,AT3G63260,"ATMRK1, Protein kinase superfamily protein",1,0,1,,
11421,protein_coding_gene|-|AT3G63310,9.608222988,15.43362436,3.782821617,0.24510261,-2.028542246,0.001296772,0.048607033,0.342518874,0.128056362,AT3G63310,"BIL4, Bax inhibitor-1 family protein",0,1,1,,
11426,protein_coding_gene|-|AT3G63380,4.568543473,8.552000116,0.58508683,0.068415204,-3.869539224,0.001185368,0.045412029,0.055174315,0.3170284,AT3G63380,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein,0,1,1,,
11478,protein_coding_gene|+|AT4G00416,10.17773739,0.352164156,20.00331063,56.80109772,5.827846906,3.39E-11,6.40E-09,0.116243046,1.285078179,AT4G00416,"MBD3, methyl-CPG-binding domain 3",1,0,1,,
11496,protein_coding_gene|-|AT4G00630,60.16176668,32.66367648,87.65985687,2.683710663,1.42422914,1.30E-06,0.000121979,0.199310712,0.635848218,AT4G00630,"ATKEA2, KEA2, K+ efflux antiporter 2",1,0,1,,
11540,protein_coding_gene|+|AT4G01100,194.9184088,134.5737341,255.2630834,1.896826934,0.923588053,0.000117839,0.006515359,0.664204855,0.179548186,AT4G01100,"ADNT1, adenine nucleotide transporter 1",1,0,1,,
11623,protein_coding_gene|+|AT4G02120,18.57804246,8.19983596,28.95624895,3.531320516,1.820207771,1.10E-05,0.000806114,0.007144288,1.242826902,AT4G02120,CTP synthase family protein,1,0,1,,
11638,protein_coding_gene|-|AT4G02290,7.740531425,12.86841489,2.612647957,0.203027955,-2.30024971,0.000963966,0.038022208,1.095510517,0.01728798,AT4G02290,"AtGH9B13, GH9B13, glycosyl hydrolase 9B13",0,1,1,,
11644,protein_coding_gene|-|AT4G02380,916.2640683,110.4620577,1722.066079,15.58966141,3.96251769,6.99E-59,2.64E-55,0.024630351,3.734715905,AT4G02380,"AtLEA5, SAG21, senescence-associated gene 21",1,0,1,,
11695,protein_coding_gene|+|AT4G02920,56.12119984,21.38480802,90.85759166,4.248698027,2.087020809,1.03E-11,2.05E-09,0.067341341,0.609768307,AT4G02920,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03340.1); Has 41 Blast hits to 41 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,1,,
11763,protein_coding_gene|+|AT4G04610,81.82580402,53.03721449,110.6143936,2.085599604,1.060462214,5.91E-05,0.003568592,0.00048949,0.492130045,AT4G04610,"APR, APR1, ATAPR1, PRH19, APS reductase 1",1,0,1,,
11774,protein_coding_gene|-|AT4G04745,56.17548674,28.2568168,84.09415669,2.976066175,1.573406606,1.37E-07,1.59E-05,0.088948808,0.006436072,AT4G04745,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G21902.1); Has 32 Blast hits to 32 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1,0,0,,
11806,protein_coding_gene|-|AT4G05070,35.58133066,18.96488139,52.19777993,2.752338855,1.460658099,7.25E-06,0.000562723,0.975117868,0.636825854,AT4G05070,Wound-responsive family protein,1,0,1,,
11811,protein_coding_gene|+|AT4G05160,15.53676731,23.37174107,7.701793552,0.329534438,-1.601498854,0.001187447,0.045412029,0.686128336,0.017486052,AT4G05160,AMP-dependent synthetase and ligase family protein,0,1,1,,
11819,protein_coding_gene|-|AT4G05390,194.2257317,23.5786224,364.8728409,15.47473108,3.951842434,3.59E-48,7.51E-45,0.091297639,1.617883683,AT4G05390,"ATRFNR1, RFNR1, root FNR 1",1,0,1,,
11858,protein_coding_gene|+|AT4G08300,34.10384008,51.45728353,16.75039664,0.325520422,-1.61918004,2.48E-05,0.001631429,0.515611471,1.107275933,AT4G08300,nodulin MtN21 /EamA-like transporter family protein,0,1,1,,
